features,S00Q1-0001,S00Q1-0020,S00Q1-0028,S00Q1-0030,S00Q1-0011,DNA-3CLD,S00Q1-0027,S00Q1-0008,S00Q1-0012,S00Q1-0004,S00Q1-0025,S00Q1-0024,S00Q1-0007,DNA-3CLC,S00Q1-0018,S00Q1-0026,S00Q1-0002,S00Q1-0019,S00Q1-0022,S00Q1-0006,S00Q1-0029,S00Q1-0003,S00Q1-0023,S00Q1-0013,S00Q1-0021,S00Q1-0010,S00Q1-0014,S00Q1-0017,S00Q1-0015,S00Q1-0005,S00Q1-0016,S00Q1-0009
k__Bacteria; p__; c__; o__; f__; g__; s__,18130,21414,29276,13010,780,89,13501,13488,354,50715,22545,13869,15653,71,6561,24842,17709,29748,23029,51682,10473,40371,27849,179,9787,49119,29942,52644,40067,44765,47957,12059
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Collimonas; s__,0,0,16,1,0,0,3,0,0,3,0,2,1,0,0,0,0,0,2,3,0,0,9,0,0,0,0,2,4,14,6,9
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Undibacterium; s__sp. KW1,0,0,2,0,0,0,7,1,0,7,2,0,0,0,1,0,0,2,13,24,0,0,1,0,0,10,1,1,28,1,32,0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Zoogloeaceae; g__Azoarcus; s__,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,3,0,0,0,1,0,0,0,9,10,3,0,3,0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Fluviibacteraceae; g__Fluviibacter; s__phosphoraccumulans,0,0,9,5,0,0,1,5,0,1,5,6,6,0,2,5,0,0,2,2,3,6,9,0,0,10,6,9,6,7,13,0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Gallionellaceae; g__Candidatus Nitrotoga; s__,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,4,0,0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Gallionellaceae; g__Sideroxyarcus; s__emersonii,0,0,3,3,0,0,6,2,1,28,3,0,0,0,0,1,1,2,7,38,0,0,14,0,1,12,10,8,21,18,22,1
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira; s__lacus,0,0,27,1,0,0,18,10,0,10,2,3,4,0,0,0,0,3,15,52,2,4,15,0,1,28,7,2,36,22,64,13
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira; s__briensis,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,2,0,0,1,2,1
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Methylophilaceae; g__Candidatus Methylopumilus; s__universalis,0,0,1,7,0,0,12,2,0,10,10,3,4,0,6,4,0,0,136,37,0,0,0,0,0,19,6,3,38,2,41,5
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Methylophilaceae; g__Methylophilus; s__,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,4,1,5,0,0,3,0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Methylophilaceae; g__Methylophilus; s__medardicus,0,0,6,4,1,0,4,1,0,7,2,4,8,0,3,0,0,3,1,48,4,3,4,0,1,17,5,24,12,11,15,4
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Methylophilaceae; g__Methylotenera; s__versatilis,0,0,2,0,0,0,1,1,0,2,0,0,4,0,11,0,0,1,1,1,0,1,4,0,0,0,3,8,3,0,2,0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__Candidatus Kinetoplastibacterium; s__,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__Candidatus Kinetoplastibacterium; s__crithidii,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,10,4,0,2,1,0,2,0,0,0,1,7,0,2,3,8,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__sp. RM12175,0,0,11,0,0,0,2,0,0,4,0,0,1,0,1,0,1,0,10,11,1,0,7,0,0,2,11,0,14,11,9,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__sp. RM12651,0,0,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,25,6,0,0,1,0,0,3,3,0,19,1,15,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__sp. RM8964,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,2,3,0,11,1,5,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__sp. CFSAN093238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__avium,0,0,12,1,0,0,2,0,0,4,7,2,0,0,2,4,5,6,38,13,0,7,16,0,0,3,57,1,26,11,6,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__hominis,0,0,9,3,3,0,5,0,0,5,6,3,8,0,2,4,2,0,3,46,2,4,11,0,0,16,14,9,29,24,53,5
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__ornithocola,0,0,8,0,0,0,6,0,0,27,1,0,2,0,0,0,0,0,21,28,0,0,5,0,0,4,9,0,32,27,56,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__iguaniorum,0,0,6,5,0,0,2,0,0,2,4,1,3,0,1,0,0,1,0,13,5,2,8,0,2,17,11,3,35,27,22,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__volucris,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,2,3,18,1,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__subantarcticus,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,33,0,0,1,0,0,5,35,0,7,24,7,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__peloridis,0,0,2,1,0,0,0,2,1,0,7,1,0,0,0,0,0,0,0,1,1,4,0,0,0,0,3,7,3,4,16,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__helveticus,0,0,1,2,0,0,7,0,0,4,3,0,0,0,0,7,6,6,1,9,0,2,4,0,0,10,5,1,25,2,16,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Thiovulaceae; g__Sulfurimonas; s__Candidatus Sulfurimonas baltica,0,0,239,2,0,0,4,0,0,1,9,0,0,0,1,1,1,0,7,3,0,0,14,0,0,12,35,3,0,16,7,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Thiovulaceae; g__Sulfurimonas; s__autotrophica,0,0,4,1,1,0,2,5,0,5,8,3,3,0,3,2,0,0,5,11,0,4,2,0,1,11,20,8,10,3,24,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Arcobacter; s__aquimarinus,0,0,10,7,0,0,3,0,1,1,6,1,0,0,1,4,0,4,31,1,0,8,5,0,1,8,25,0,10,3,21,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Malaciobacter; s__pacificus,0,0,7,0,0,1,4,0,0,4,2,0,1,0,6,3,0,0,6,7,0,3,6,0,3,0,1,2,7,4,3,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Poseidonibacter; s__lekithochrous,0,0,12,1,0,0,8,0,0,2,4,1,3,0,2,0,1,2,6,5,0,0,5,0,2,7,11,2,9,7,10,1
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter; s__winghamensis,0,0,9,1,0,0,0,0,1,0,2,2,6,0,0,0,2,4,12,3,0,1,5,0,0,25,10,24,1,8,5,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter; s__enhydrae,0,0,4,2,0,0,1,0,0,2,2,0,4,0,0,8,7,0,14,16,2,2,4,0,1,5,10,2,27,5,13,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter; s__pullorum,0,0,4,0,0,0,0,0,0,3,2,2,0,0,2,9,1,1,1,10,0,0,1,0,1,2,4,3,7,1,21,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter; s__hepaticus,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,20,3,1,5,3,12,2
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter; s__suis,0,0,1,0,0,0,0,2,0,4,0,0,6,0,0,0,0,0,0,3,0,0,1,0,0,7,0,0,4,1,1,1
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Sulfurospirillaceae; g__Sulfurospirillum; s__sp. UCH001,0,0,3,1,0,0,4,0,0,0,1,2,0,0,0,0,0,7,1,8,0,2,0,1,0,5,7,0,12,0,5,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Sulfurovaceae; g__Sulfurovum; s__lithotrophicum,0,0,3,5,0,0,9,1,0,16,14,7,0,0,1,0,0,2,23,21,8,0,5,0,0,4,12,30,37,30,41,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Nautiliales; f__Nautiliaceae; g__; s__,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Nautiliales; f__Nitratiruptoraceae; g__Nitrosophilus; s__alvini,0,0,2,2,0,0,1,0,0,0,6,0,0,1,2,0,2,2,2,3,0,1,0,1,0,8,3,1,11,0,1,1
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae; g__Pajaroellobacter; s__abortibovis,0,0,62,0,0,0,0,2,0,6,0,1,4,0,0,0,0,0,3,132,0,0,39,0,1,29,375,11,62,130,46,0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Lawsonia; s__intracellularis,0,0,2,2,0,1,4,0,3,0,2,0,0,0,0,2,0,0,1,8,0,0,10,0,0,246,15,3,11,5,11,3
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfurellales; f__Desulfurellaceae; g__Hippea; s__maritima,0,0,7,2,0,0,8,0,0,1,2,0,0,0,0,6,0,0,74,11,0,7,0,0,2,3,9,0,14,0,4,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Rhizobiaceae; g__Rhizobium; s__sp. CCGE531,0,0,596,19,0,0,4,0,0,21,10,0,0,0,0,0,0,3,0,24,0,0,147,1,0,20,127,0,26,395,15,2
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Rhizobiaceae; g__Rhizobium; s__sp. NIBRBAC000502774,0,0,5,6,0,0,3,0,0,12,8,0,0,0,0,0,0,1,2,5,0,0,1,0,0,2,5,0,26,1,12,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Rhizobiaceae; g__Rhizobium; s__sp. TAL182,0,0,2,8,0,0,3,0,0,2,3,1,0,0,0,0,0,0,6,6,0,0,31,0,0,12,18,8,3,28,9,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Rhizobiaceae; g__Rhizobium; s__oryzihabitans,0,0,15,2,0,0,1,4,0,4,5,5,0,0,0,2,0,2,17,13,1,0,17,0,0,17,2,0,18,28,11,5
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Rhizobiaceae; g__Agrobacterium; s__genomosp. 6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0,7,0,0,63,0,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Rhizobiaceae; g__Pseudorhizobium; s__banfieldiae,0,0,12,7,0,1,1,1,0,6,36,5,2,0,2,1,0,1,0,6,0,3,9,0,0,16,2,10,0,12,4,7
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Rhizobiaceae; g__Sinorhizobium; s__sp. CCBAU 05631,0,0,1,0,0,0,0,9,0,0,0,6,1,0,0,0,1,2,0,0,0,0,3,0,0,0,0,95,0,1,0,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Rhizobiaceae; g__Liberibacter; s__Candidatus Liberibacter solanacearum,0,0,12,1,0,0,6,0,1,4,1,0,0,0,1,0,0,5,1,7,0,0,7,0,0,0,4,0,5,14,28,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Rhizobiaceae; g__Liberibacter; s__Candidatus Liberibacter africanus,0,0,7,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,7,0,0,3,0,0,24,21,0,3,11,2,3
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Rhizobiaceae; g__Liberibacter; s__crescens,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,5,4,0,0,0,0,0,3,2,0,8,1,3,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Nitrobacteraceae; g__Bradyrhizobium; s__sp. 172,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Nitrobacteraceae; g__Bradyrhizobium; s__sp. I71,0,0,3,5,0,0,0,2,0,5,5,6,4,0,15,0,3,0,7,10,2,3,7,1,0,29,0,17,25,13,29,3
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Nitrobacteraceae; g__Bradyrhizobium; s__sp. 192,0,0,2,4,0,0,7,0,0,0,0,2,4,0,0,0,0,4,4,1,0,0,4,0,1,3,2,1,65,2,10,6
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Nitrobacteraceae; g__Bradyrhizobium; s__sp. 40,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,2,0,0,0,3,0,7,2,2,1
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Nitrobacteraceae; g__Bradyrhizobium; s__sp. SG09,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Nitrobacteraceae; g__Bradyrhizobium; s__sp. 144S4,0,0,1,0,0,0,3,4,0,7,9,1,6,0,0,0,1,0,16,14,0,0,10,0,0,1,0,73,21,0,13,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Nitrobacteraceae; g__Bradyrhizobium; s__daqingense,0,0,36,2,0,0,2,12,0,2,3,9,12,0,14,1,2,0,3,94,3,1,48,0,1,94,236,59,22,93,21,1
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Nitrobacteraceae; g__Bradyrhizobium; s__ottawaense,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Phyllobacteriaceae; g__Lentilitoribacter; s__sp. Alg239-R112,0,0,17,2,1,0,4,2,0,11,3,10,14,0,4,0,1,0,10,28,10,6,5,0,0,38,8,34,18,13,6,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Methylobacteriaceae; g__Methylorubrum; s__zatmanii,0,0,6,6,0,0,24,0,0,1,14,0,0,0,0,0,0,0,7,4,0,0,0,0,0,17,0,1,89,0,4,2
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Xanthobacteraceae; g__Pseudolabrys; s__sp. FHR47,0,0,6,43,2,0,62,1,0,18,39,6,13,0,4,16,2,4,35,34,1,34,10,1,0,29,6,89,112,16,51,187
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Stappiaceae; g__; s__,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,6,0,0,0,2,7,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Hyphomicrobiaceae; g__; s__,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,72,0,0,19,0,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__nitrativorans,0,0,16,14,0,0,29,2,0,27,18,4,4,0,2,7,0,2,20,68,1,7,19,0,0,29,12,10,65,25,24,4
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Devosiaceae; g__; s__,0,0,2,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,0,8,0,48,0,0,0,3,2,3,1,0,4,3
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Beijerinckiaceae; g__Methylocella; s__,0,0,32,2,0,0,2,1,0,5,4,13,1,0,0,0,0,0,19,7,0,0,13,0,0,8,3,11,12,12,19,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Bartonellaceae; g__Bartonella; s__,0,0,17,12,0,0,4,2,2,1,8,7,4,0,2,2,1,2,13,44,8,0,13,0,0,39,15,28,44,28,24,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Bartonellaceae; g__Bartonella; s__krasnovii,0,0,10,0,0,0,4,0,0,39,0,4,0,0,0,1,1,0,3,10,0,0,1,0,0,8,1,4,12,2,12,1
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Bartonellaceae; g__Bartonella; s__taylorii,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,12,0,0,8,1,4,3,4,14,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Bartonellaceae; g__Bartonella; s__machadoae,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,1,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Bartonellaceae; g__Bartonella; s__sp. WD16.2,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,6,9,0,0,0,0,1,2,0,0,1,0,1,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Bartonellaceae; g__Bartonella; s__harrusi,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,2,0,1,5,1,0,1,0,0,2,1,0,11,9,2,7,3
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Bartonellaceae; g__Bartonella; s__elizabethae,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Brucellaceae; g__Brucella; s__sp. 6810,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,1,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Brucellaceae; g__Brucella; s__ovis,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,0,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Brucellaceae; g__Brucella; s__pituitosa,0,0,1,4,1,0,1,0,0,0,6,0,1,0,0,0,0,0,1,9,0,0,2,0,0,6,2,0,0,3,6,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Brucellaceae; g__Pseudochrobactrum; s__algeriensis,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,2,0,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__; g__Candidatus Hodgkinia; s__cicadicola,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,1,0,0,1,6,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__sp. IC081,0,0,1,4,0,0,35,0,0,4,0,0,0,0,0,1,1,1,2,48,0,0,9,0,0,7,5,0,68,0,5,1
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__sp. KCTC 72723,0,0,20,15,0,0,7,0,1,7,8,2,1,0,1,0,0,10,9,15,3,3,27,0,0,35,13,3,24,32,16,3
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__sp. LF-16,0,0,4,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,2,0,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__fuliginis,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,5,4,4,0,1,0,0,0,5,0,3,5,3,9,1
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__ginsenosidimutans,0,0,1,1,0,0,16,1,0,260,3,0,4,0,1,0,1,3,20,79,4,1,15,0,0,69,1,73,30,3,99,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__Qipengyuania; s__psychrotolerans,0,0,2,1,0,0,3,2,0,4,1,11,1,0,0,0,0,1,1,16,1,0,0,0,0,37,0,2,9,4,2,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__Qipengyuania; s__aquimaris,0,0,1,3,0,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,3,1,1
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acetobacter; s__ghanensis,0,0,18,10,1,0,3,5,0,9,7,5,26,0,8,3,4,5,17,20,1,2,14,0,1,39,10,2,3,48,22,1
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acetobacter; s__ascendens,0,0,10,0,0,0,1,0,0,0,5,0,1,0,1,0,0,21,5,5,0,0,14,0,0,1,1,0,6,14,12,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acidiphilium; s__cryptum,0,0,1,0,0,0,2,1,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,14,0,9,1
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Pseudosulfitobacter; s__,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,2,0,2
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Roseovarius; s__mucosus,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,0,1,1,0,0,7,4,0,2,3,3,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Sulfitobacter; s__sp. THAF37,0,0,2,17,1,0,8,2,0,7,12,1,1,0,2,6,0,5,10,27,0,0,24,0,0,51,6,0,24,35,12,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Sulfitobacter; s__pontiacus,0,0,13,7,0,0,4,4,0,2,1,3,1,0,1,3,0,1,7,19,0,2,18,0,0,7,3,12,11,29,16,1
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Ruegeria; s__sp. AD91A,0,0,2,3,0,0,11,1,0,17,0,3,0,0,0,1,0,1,63,5,0,2,0,0,0,5,0,11,13,1,52,4
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Ruegeria; s__sp. SCSIO 43209,0,0,2,1,1,0,0,1,0,0,11,0,2,0,0,1,2,0,3,15,0,2,19,0,0,9,5,7,3,49,6,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Salipiger; s__,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,3,4,0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Thalassococcus; s__sp. S3,0,0,9,4,0,0,2,3,0,78,17,4,4,0,1,21,2,4,10,45,1,26,8,0,1,19,10,6,4,18,22,5
